specification_id,lookback_days,recency_mode,recency_half_life_days,population_mode,question_selection_mode,duplicate_mode,sample_size_weighting,pollster_quality_weighting,partisan_mode,partisan_weight,complexity_score
lb45__hl30__q_largest_sample__sample_sqrt__quality_on__partisan_downweight__poll_level,45,half_life,30.0,all,largest_sample,poll,True,True,downweight,0.5,5
lb45__hl30__q_largest_sample__sample_sqrt__quality_on__partisan_exclude__poll_level,45,half_life,30.0,all,largest_sample,poll,True,True,exclude,0.5,5
lb60__equal__q_all__sample_equal__quality_off__partisan_include__poll_level,60,equal,,all,all,poll,False,False,include,0.5,0
lb60__equal__q_all__sample_equal__quality_off__partisan_downweight__poll_level,60,equal,,all,all,poll,False,False,downweight,0.5,1
lb60__equal__q_all__sample_equal__quality_off__partisan_exclude__poll_level,60,equal,,all,all,poll,False,False,exclude,0.5,1
lb60__equal__q_all__sample_equal__quality_on__partisan_include__poll_level,60,equal,,all,all,poll,False,True,include,0.5,1
lb60__equal__q_all__sample_equal__quality_on__partisan_downweight__poll_level,60,equal,,all,all,poll,False,True,downweight,0.5,2
lb60__equal__q_all__sample_equal__quality_on__partisan_exclude__poll_level,60,equal,,all,all,poll,False,True,exclude,0.5,2
lb60__equal__q_all__sample_sqrt__quality_off__partisan_include__poll_level,60,equal,,all,all,poll,True,False,include,0.5,1
lb60__equal__q_all__sample_sqrt__quality_off__partisan_downweight__poll_level,60,equal,,all,all,poll,True,False,downweight,0.5,2
lb60__equal__q_all__sample_sqrt__quality_off__partisan_exclude__poll_level,60,equal,,all,all,poll,True,False,exclude,0.5,2
lb60__equal__q_all__sample_sqrt__quality_on__partisan_include__poll_level,60,equal,,all,all,poll,True,True,include,0.5,2
lb60__equal__q_all__sample_sqrt__quality_on__partisan_downweight__poll_level,60,equal,,all,all,poll,True,True,downweight,0.5,3
lb60__equal__q_all__sample_sqrt__quality_on__partisan_exclude__poll_level,60,equal,,all,all,poll,True,True,exclude,0.5,3
lb60__equal__q_prefer_lv__sample_equal__quality_off__partisan_include__poll_level,60,equal,,all,prefer_lv,poll,False,False,include,0.5,1
lb60__equal__q_prefer_lv__sample_equal__quality_off__partisan_downweight__poll_level,60,equal,,all,prefer_lv,poll,False,False,downweight,0.5,2
lb60__equal__q_prefer_lv__sample_equal__quality_off__partisan_exclude__poll_level,60,equal,,all,prefer_lv,poll,False,False,exclude,0.5,2
lb60__equal__q_prefer_lv__sample_equal__quality_on__partisan_include__poll_level,60,equal,,all,prefer_lv,poll,False,True,include,0.5,2
lb60__equal__q_prefer_lv__sample_equal__quality_on__partisan_downweight__poll_level,60,equal,,all,prefer_lv,poll,False,True,downweight,0.5,3
lb60__equal__q_prefer_lv__sample_equal__quality_on__partisan_exclude__poll_level,60,equal,,all,prefer_lv,poll,False,True,exclude,0.5,3
lb60__equal__q_prefer_lv__sample_sqrt__quality_off__partisan_include__poll_level,60,equal,,all,prefer_lv,poll,True,False,include,0.5,2
lb60__equal__q_prefer_lv__sample_sqrt__quality_off__partisan_downweight__poll_level,60,equal,,all,prefer_lv,poll,True,False,downweight,0.5,3
lb60__equal__q_prefer_lv__sample_sqrt__quality_off__partisan_exclude__poll_level,60,equal,,all,prefer_lv,poll,True,False,exclude,0.5,3
lb60__equal__q_prefer_lv__sample_sqrt__quality_on__partisan_include__poll_level,60,equal,,all,prefer_lv,poll,True,True,include,0.5,3
lb60__equal__q_prefer_lv__sample_sqrt__quality_on__partisan_downweight__poll_level,60,equal,,all,prefer_lv,poll,True,True,downweight,0.5,4
lb60__equal__q_prefer_lv__sample_sqrt__quality_on__partisan_exclude__poll_level,60,equal,,all,prefer_lv,poll,True,True,exclude,0.5,4
lb60__equal__q_prefer_rv__sample_equal__quality_off__partisan_include__poll_level,60,equal,,all,prefer_rv,poll,False,False,include,0.5,1
lb60__equal__q_prefer_rv__sample_equal__quality_off__partisan_downweight__poll_level,60,equal,,all,prefer_rv,poll,False,False,downweight,0.5,2
lb60__equal__q_prefer_rv__sample_equal__quality_off__partisan_exclude__poll_level,60,equal,,all,prefer_rv,poll,False,False,exclude,0.5,2
lb60__equal__q_prefer_rv__sample_equal__quality_on__partisan_include__poll_level,60,equal,,all,prefer_rv,poll,False,True,include,0.5,2
lb60__equal__q_prefer_rv__sample_equal__quality_on__partisan_downweight__poll_level,60,equal,,all,prefer_rv,poll,False,True,downweight,0.5,3
lb60__equal__q_prefer_rv__sample_equal__quality_on__partisan_exclude__poll_level,60,equal,,all,prefer_rv,poll,False,True,exclude,0.5,3
lb60__equal__q_prefer_rv__sample_sqrt__quality_off__partisan_include__poll_level,60,equal,,all,prefer_rv,poll,True,False,include,0.5,2
lb60__equal__q_prefer_rv__sample_sqrt__quality_off__partisan_downweight__poll_level,60,equal,,all,prefer_rv,poll,True,False,downweight,0.5,3
lb60__equal__q_prefer_rv__sample_sqrt__quality_off__partisan_exclude__poll_level,60,equal,,all,prefer_rv,poll,True,False,exclude,0.5,3
lb60__equal__q_prefer_rv__sample_sqrt__quality_on__partisan_include__poll_level,60,equal,,all,prefer_rv,poll,True,True,include,0.5,3
lb60__equal__q_prefer_rv__sample_sqrt__quality_on__partisan_downweight__poll_level,60,equal,,all,prefer_rv,poll,True,True,downweight,0.5,4
lb60__equal__q_prefer_rv__sample_sqrt__quality_on__partisan_exclude__poll_level,60,equal,,all,prefer_rv,poll,True,True,exclude,0.5,4
lb60__equal__q_largest_sample__sample_equal__quality_off__partisan_include__poll_level,60,equal,,all,largest_sample,poll,False,False,include,0.5,1
lb60__equal__q_largest_sample__sample_equal__quality_off__partisan_downweight__poll_level,60,equal,,all,largest_sample,poll,False,False,downweight,0.5,2
lb60__equal__q_largest_sample__sample_equal__quality_off__partisan_exclude__poll_level,60,equal,,all,largest_sample,poll,False,False,exclude,0.5,2
lb60__equal__q_largest_sample__sample_equal__quality_on__partisan_include__poll_level,60,equal,,all,largest_sample,poll,False,True,include,0.5,2
lb60__equal__q_largest_sample__sample_equal__quality_on__partisan_downweight__poll_level,60,equal,,all,largest_sample,poll,False,True,downweight,0.5,3
lb60__equal__q_largest_sample__sample_equal__quality_on__partisan_exclude__poll_level,60,equal,,all,largest_sample,poll,False,True,exclude,0.5,3
lb60__equal__q_largest_sample__sample_sqrt__quality_off__partisan_include__poll_level,60,equal,,all,largest_sample,poll,True,False,include,0.5,2
lb60__equal__q_largest_sample__sample_sqrt__quality_off__partisan_downweight__poll_level,60,equal,,all,largest_sample,poll,True,False,downweight,0.5,3
lb60__equal__q_largest_sample__sample_sqrt__quality_off__partisan_exclude__poll_level,60,equal,,all,largest_sample,poll,True,False,exclude,0.5,3
lb60__equal__q_largest_sample__sample_sqrt__quality_on__partisan_include__poll_level,60,equal,,all,largest_sample,poll,True,True,include,0.5,3
lb60__equal__q_largest_sample__sample_sqrt__quality_on__partisan_downweight__poll_level,60,equal,,all,largest_sample,poll,True,True,downweight,0.5,4
lb60__equal__q_largest_sample__sample_sqrt__quality_on__partisan_exclude__poll_level,60,equal,,all,largest_sample,poll,True,True,exclude,0.5,4
lb60__hl14__q_all__sample_equal__quality_off__partisan_include__poll_level,60,half_life,14.0,all,all,poll,False,False,include,0.5,1
lb60__hl14__q_all__sample_equal__quality_off__partisan_downweight__poll_level,60,half_life,14.0,all,all,poll,False,False,downweight,0.5,2
lb60__hl14__q_all__sample_equal__quality_off__partisan_exclude__poll_level,60,half_life,14.0,all,all,poll,False,False,exclude,0.5,2
lb60__hl14__q_all__sample_equal__quality_on__partisan_include__poll_level,60,half_life,14.0,all,all,poll,False,True,include,0.5,2
lb60__hl14__q_all__sample_equal__quality_on__partisan_downweight__poll_level,60,half_life,14.0,all,all,poll,False,True,downweight,0.5,3
lb60__hl14__q_all__sample_equal__quality_on__partisan_exclude__poll_level,60,half_life,14.0,all,all,poll,False,True,exclude,0.5,3
lb60__hl14__q_all__sample_sqrt__quality_off__partisan_include__poll_level,60,half_life,14.0,all,all,poll,True,False,include,0.5,2
lb60__hl14__q_all__sample_sqrt__quality_off__partisan_downweight__poll_level,60,half_life,14.0,all,all,poll,True,False,downweight,0.5,3
lb60__hl14__q_all__sample_sqrt__quality_off__partisan_exclude__poll_level,60,half_life,14.0,all,all,poll,True,False,exclude,0.5,3
lb60__hl14__q_all__sample_sqrt__quality_on__partisan_include__poll_level,60,half_life,14.0,all,all,poll,True,True,include,0.5,3
lb60__hl14__q_all__sample_sqrt__quality_on__partisan_downweight__poll_level,60,half_life,14.0,all,all,poll,True,True,downweight,0.5,4
lb60__hl14__q_all__sample_sqrt__quality_on__partisan_exclude__poll_level,60,half_life,14.0,all,all,poll,True,True,exclude,0.5,4
lb60__hl14__q_prefer_lv__sample_equal__quality_off__partisan_include__poll_level,60,half_life,14.0,all,prefer_lv,poll,False,False,include,0.5,2
lb60__hl14__q_prefer_lv__sample_equal__quality_off__partisan_downweight__poll_level,60,half_life,14.0,all,prefer_lv,poll,False,False,downweight,0.5,3
lb60__hl14__q_prefer_lv__sample_equal__quality_off__partisan_exclude__poll_level,60,half_life,14.0,all,prefer_lv,poll,False,False,exclude,0.5,3
lb60__hl14__q_prefer_lv__sample_equal__quality_on__partisan_include__poll_level,60,half_life,14.0,all,prefer_lv,poll,False,True,include,0.5,3
lb60__hl14__q_prefer_lv__sample_equal__quality_on__partisan_downweight__poll_level,60,half_life,14.0,all,prefer_lv,poll,False,True,downweight,0.5,4
lb60__hl14__q_prefer_lv__sample_equal__quality_on__partisan_exclude__poll_level,60,half_life,14.0,all,prefer_lv,poll,False,True,exclude,0.5,4
lb60__hl14__q_prefer_lv__sample_sqrt__quality_off__partisan_include__poll_level,60,half_life,14.0,all,prefer_lv,poll,True,False,include,0.5,3
lb60__hl14__q_prefer_lv__sample_sqrt__quality_off__partisan_downweight__poll_level,60,half_life,14.0,all,prefer_lv,poll,True,False,downweight,0.5,4
lb60__hl14__q_prefer_lv__sample_sqrt__quality_off__partisan_exclude__poll_level,60,half_life,14.0,all,prefer_lv,poll,True,False,exclude,0.5,4
lb60__hl14__q_prefer_lv__sample_sqrt__quality_on__partisan_include__poll_level,60,half_life,14.0,all,prefer_lv,poll,True,True,include,0.5,4
lb60__hl14__q_prefer_lv__sample_sqrt__quality_on__partisan_downweight__poll_level,60,half_life,14.0,all,prefer_lv,poll,True,True,downweight,0.5,5
lb60__hl14__q_prefer_lv__sample_sqrt__quality_on__partisan_exclude__poll_level,60,half_life,14.0,all,prefer_lv,poll,True,True,exclude,0.5,5
lb60__hl14__q_prefer_rv__sample_equal__quality_off__partisan_include__poll_level,60,half_life,14.0,all,prefer_rv,poll,False,False,include,0.5,2
lb60__hl14__q_prefer_rv__sample_equal__quality_off__partisan_downweight__poll_level,60,half_life,14.0,all,prefer_rv,poll,False,False,downweight,0.5,3
lb60__hl14__q_prefer_rv__sample_equal__quality_off__partisan_exclude__poll_level,60,half_life,14.0,all,prefer_rv,poll,False,False,exclude,0.5,3
lb60__hl14__q_prefer_rv__sample_equal__quality_on__partisan_include__poll_level,60,half_life,14.0,all,prefer_rv,poll,False,True,include,0.5,3
lb60__hl14__q_prefer_rv__sample_equal__quality_on__partisan_downweight__poll_level,60,half_life,14.0,all,prefer_rv,poll,False,True,downweight,0.5,4
lb60__hl14__q_prefer_rv__sample_equal__quality_on__partisan_exclude__poll_level,60,half_life,14.0,all,prefer_rv,poll,False,True,exclude,0.5,4
lb60__hl14__q_prefer_rv__sample_sqrt__quality_off__partisan_include__poll_level,60,half_life,14.0,all,prefer_rv,poll,True,False,include,0.5,3
lb60__hl14__q_prefer_rv__sample_sqrt__quality_off__partisan_downweight__poll_level,60,half_life,14.0,all,prefer_rv,poll,True,False,downweight,0.5,4
lb60__hl14__q_prefer_rv__sample_sqrt__quality_off__partisan_exclude__poll_level,60,half_life,14.0,all,prefer_rv,poll,True,False,exclude,0.5,4
lb60__hl14__q_prefer_rv__sample_sqrt__quality_on__partisan_include__poll_level,60,half_life,14.0,all,prefer_rv,poll,True,True,include,0.5,4
lb60__hl14__q_prefer_rv__sample_sqrt__quality_on__partisan_downweight__poll_level,60,half_life,14.0,all,prefer_rv,poll,True,True,downweight,0.5,5
lb60__hl14__q_prefer_rv__sample_sqrt__quality_on__partisan_exclude__poll_level,60,half_life,14.0,all,prefer_rv,poll,True,True,exclude,0.5,5
lb60__hl14__q_largest_sample__sample_equal__quality_off__partisan_include__poll_level,60,half_life,14.0,all,largest_sample,poll,False,False,include,0.5,2
lb60__hl14__q_largest_sample__sample_equal__quality_off__partisan_downweight__poll_level,60,half_life,14.0,all,largest_sample,poll,False,False,downweight,0.5,3
lb60__hl14__q_largest_sample__sample_equal__quality_off__partisan_exclude__poll_level,60,half_life,14.0,all,largest_sample,poll,False,False,exclude,0.5,3
lb60__hl14__q_largest_sample__sample_equal__quality_on__partisan_include__poll_level,60,half_life,14.0,all,largest_sample,poll,False,True,include,0.5,3
lb60__hl14__q_largest_sample__sample_equal__quality_on__partisan_downweight__poll_level,60,half_life,14.0,all,largest_sample,poll,False,True,downweight,0.5,4
lb60__hl14__q_largest_sample__sample_equal__quality_on__partisan_exclude__poll_level,60,half_life,14.0,all,largest_sample,poll,False,True,exclude,0.5,4
lb60__hl14__q_largest_sample__sample_sqrt__quality_off__partisan_include__poll_level,60,half_life,14.0,all,largest_sample,poll,True,False,include,0.5,3
lb60__hl14__q_largest_sample__sample_sqrt__quality_off__partisan_downweight__poll_level,60,half_life,14.0,all,largest_sample,poll,True,False,downweight,0.5,4
lb60__hl14__q_largest_sample__sample_sqrt__quality_off__partisan_exclude__poll_level,60,half_life,14.0,all,largest_sample,poll,True,False,exclude,0.5,4
lb60__hl14__q_largest_sample__sample_sqrt__quality_on__partisan_include__poll_level,60,half_life,14.0,all,largest_sample,poll,True,True,include,0.5,4
lb60__hl14__q_largest_sample__sample_sqrt__quality_on__partisan_downweight__poll_level,60,half_life,14.0,all,largest_sample,poll,True,True,downweight,0.5,5
lb60__hl14__q_largest_sample__sample_sqrt__quality_on__partisan_exclude__poll_level,60,half_life,14.0,all,largest_sample,poll,True,True,exclude,0.5,5
lb60__hl21__q_all__sample_equal__quality_off__partisan_include__poll_level,60,half_life,21.0,all,all,poll,False,False,include,0.5,1
lb60__hl21__q_all__sample_equal__quality_off__partisan_downweight__poll_level,60,half_life,21.0,all,all,poll,False,False,downweight,0.5,2
lb60__hl21__q_all__sample_equal__quality_off__partisan_exclude__poll_level,60,half_life,21.0,all,all,poll,False,False,exclude,0.5,2
lb60__hl21__q_all__sample_equal__quality_on__partisan_include__poll_level,60,half_life,21.0,all,all,poll,False,True,include,0.5,2
lb60__hl21__q_all__sample_equal__quality_on__partisan_downweight__poll_level,60,half_life,21.0,all,all,poll,False,True,downweight,0.5,3
lb60__hl21__q_all__sample_equal__quality_on__partisan_exclude__poll_level,60,half_life,21.0,all,all,poll,False,True,exclude,0.5,3
lb60__hl21__q_all__sample_sqrt__quality_off__partisan_include__poll_level,60,half_life,21.0,all,all,poll,True,False,include,0.5,2
lb60__hl21__q_all__sample_sqrt__quality_off__partisan_downweight__poll_level,60,half_life,21.0,all,all,poll,True,False,downweight,0.5,3
lb60__hl21__q_all__sample_sqrt__quality_off__partisan_exclude__poll_level,60,half_life,21.0,all,all,poll,True,False,exclude,0.5,3
lb60__hl21__q_all__sample_sqrt__quality_on__partisan_include__poll_level,60,half_life,21.0,all,all,poll,True,True,include,0.5,3
lb60__hl21__q_all__sample_sqrt__quality_on__partisan_downweight__poll_level,60,half_life,21.0,all,all,poll,True,True,downweight,0.5,4
lb60__hl21__q_all__sample_sqrt__quality_on__partisan_exclude__poll_level,60,half_life,21.0,all,all,poll,True,True,exclude,0.5,4
lb60__hl21__q_prefer_lv__sample_equal__quality_off__partisan_include__poll_level,60,half_life,21.0,all,prefer_lv,poll,False,False,include,0.5,2
lb60__hl21__q_prefer_lv__sample_equal__quality_off__partisan_downweight__poll_level,60,half_life,21.0,all,prefer_lv,poll,False,False,downweight,0.5,3
lb60__hl21__q_prefer_lv__sample_equal__quality_off__partisan_exclude__poll_level,60,half_life,21.0,all,prefer_lv,poll,False,False,exclude,0.5,3
lb60__hl21__q_prefer_lv__sample_equal__quality_on__partisan_include__poll_level,60,half_life,21.0,all,prefer_lv,poll,False,True,include,0.5,3
lb60__hl21__q_prefer_lv__sample_equal__quality_on__partisan_downweight__poll_level,60,half_life,21.0,all,prefer_lv,poll,False,True,downweight,0.5,4
lb60__hl21__q_prefer_lv__sample_equal__quality_on__partisan_exclude__poll_level,60,half_life,21.0,all,prefer_lv,poll,False,True,exclude,0.5,4
lb60__hl21__q_prefer_lv__sample_sqrt__quality_off__partisan_include__poll_level,60,half_life,21.0,all,prefer_lv,poll,True,False,include,0.5,3
lb60__hl21__q_prefer_lv__sample_sqrt__quality_off__partisan_downweight__poll_level,60,half_life,21.0,all,prefer_lv,poll,True,False,downweight,0.5,4
lb60__hl21__q_prefer_lv__sample_sqrt__quality_off__partisan_exclude__poll_level,60,half_life,21.0,all,prefer_lv,poll,True,False,exclude,0.5,4
lb60__hl21__q_prefer_lv__sample_sqrt__quality_on__partisan_include__poll_level,60,half_life,21.0,all,prefer_lv,poll,True,True,include,0.5,4
lb60__hl21__q_prefer_lv__sample_sqrt__quality_on__partisan_downweight__poll_level,60,half_life,21.0,all,prefer_lv,poll,True,True,downweight,0.5,5
lb60__hl21__q_prefer_lv__sample_sqrt__quality_on__partisan_exclude__poll_level,60,half_life,21.0,all,prefer_lv,poll,True,True,exclude,0.5,5
lb60__hl21__q_prefer_rv__sample_equal__quality_off__partisan_include__poll_level,60,half_life,21.0,all,prefer_rv,poll,False,False,include,0.5,2
lb60__hl21__q_prefer_rv__sample_equal__quality_off__partisan_downweight__poll_level,60,half_life,21.0,all,prefer_rv,poll,False,False,downweight,0.5,3
lb60__hl21__q_prefer_rv__sample_equal__quality_off__partisan_exclude__poll_level,60,half_life,21.0,all,prefer_rv,poll,False,False,exclude,0.5,3
lb60__hl21__q_prefer_rv__sample_equal__quality_on__partisan_include__poll_level,60,half_life,21.0,all,prefer_rv,poll,False,True,include,0.5,3
lb60__hl21__q_prefer_rv__sample_equal__quality_on__partisan_downweight__poll_level,60,half_life,21.0,all,prefer_rv,poll,False,True,downweight,0.5,4
lb60__hl21__q_prefer_rv__sample_equal__quality_on__partisan_exclude__poll_level,60,half_life,21.0,all,prefer_rv,poll,False,True,exclude,0.5,4
lb60__hl21__q_prefer_rv__sample_sqrt__quality_off__partisan_include__poll_level,60,half_life,21.0,all,prefer_rv,poll,True,False,include,0.5,3
lb60__hl21__q_prefer_rv__sample_sqrt__quality_off__partisan_downweight__poll_level,60,half_life,21.0,all,prefer_rv,poll,True,False,downweight,0.5,4
lb60__hl21__q_prefer_rv__sample_sqrt__quality_off__partisan_exclude__poll_level,60,half_life,21.0,all,prefer_rv,poll,True,False,exclude,0.5,4
lb60__hl21__q_prefer_rv__sample_sqrt__quality_on__partisan_include__poll_level,60,half_life,21.0,all,prefer_rv,poll,True,True,include,0.5,4
lb60__hl21__q_prefer_rv__sample_sqrt__quality_on__partisan_downweight__poll_level,60,half_life,21.0,all,prefer_rv,poll,True,True,downweight,0.5,5
lb60__hl21__q_prefer_rv__sample_sqrt__quality_on__partisan_exclude__poll_level,60,half_life,21.0,all,prefer_rv,poll,True,True,exclude,0.5,5
lb60__hl21__q_largest_sample__sample_equal__quality_off__partisan_include__poll_level,60,half_life,21.0,all,largest_sample,poll,False,False,include,0.5,2
lb60__hl21__q_largest_sample__sample_equal__quality_off__partisan_downweight__poll_level,60,half_life,21.0,all,largest_sample,poll,False,False,downweight,0.5,3
lb60__hl21__q_largest_sample__sample_equal__quality_off__partisan_exclude__poll_level,60,half_life,21.0,all,largest_sample,poll,False,False,exclude,0.5,3
lb60__hl21__q_largest_sample__sample_equal__quality_on__partisan_include__poll_level,60,half_life,21.0,all,largest_sample,poll,False,True,include,0.5,3
lb60__hl21__q_largest_sample__sample_equal__quality_on__partisan_downweight__poll_level,60,half_life,21.0,all,largest_sample,poll,False,True,downweight,0.5,4
lb60__hl21__q_largest_sample__sample_equal__quality_on__partisan_exclude__poll_level,60,half_life,21.0,all,largest_sample,poll,False,True,exclude,0.5,4
lb60__hl21__q_largest_sample__sample_sqrt__quality_off__partisan_include__poll_level,60,half_life,21.0,all,largest_sample,poll,True,False,include,0.5,3
lb60__hl21__q_largest_sample__sample_sqrt__quality_off__partisan_downweight__poll_level,60,half_life,21.0,all,largest_sample,poll,True,False,downweight,0.5,4
lb60__hl21__q_largest_sample__sample_sqrt__quality_off__partisan_exclude__poll_level,60,half_life,21.0,all,largest_sample,poll,True,False,exclude,0.5,4
lb60__hl21__q_largest_sample__sample_sqrt__quality_on__partisan_include__poll_level,60,half_life,21.0,all,largest_sample,poll,True,True,include,0.5,4
lb60__hl21__q_largest_sample__sample_sqrt__quality_on__partisan_downweight__poll_level,60,half_life,21.0,all,largest_sample,poll,True,True,downweight,0.5,5
lb60__hl21__q_largest_sample__sample_sqrt__quality_on__partisan_exclude__poll_level,60,half_life,21.0,all,largest_sample,poll,True,True,exclude,0.5,5
lb60__hl30__q_all__sample_equal__quality_off__partisan_include__poll_level,60,half_life,30.0,all,all,poll,False,False,include,0.5,1
lb60__hl30__q_all__sample_equal__quality_off__partisan_downweight__poll_level,60,half_life,30.0,all,all,poll,False,False,downweight,0.5,2
lb60__hl30__q_all__sample_equal__quality_off__partisan_exclude__poll_level,60,half_life,30.0,all,all,poll,False,False,exclude,0.5,2
lb60__hl30__q_all__sample_equal__quality_on__partisan_include__poll_level,60,half_life,30.0,all,all,poll,False,True,include,0.5,2
lb60__hl30__q_all__sample_equal__quality_on__partisan_downweight__poll_level,60,half_life,30.0,all,all,poll,False,True,downweight,0.5,3
lb60__hl30__q_all__sample_equal__quality_on__partisan_exclude__poll_level,60,half_life,30.0,all,all,poll,False,True,exclude,0.5,3
lb60__hl30__q_all__sample_sqrt__quality_off__partisan_include__poll_level,60,half_life,30.0,all,all,poll,True,False,include,0.5,2
lb60__hl30__q_all__sample_sqrt__quality_off__partisan_downweight__poll_level,60,half_life,30.0,all,all,poll,True,False,downweight,0.5,3
lb60__hl30__q_all__sample_sqrt__quality_off__partisan_exclude__poll_level,60,half_life,30.0,all,all,poll,True,False,exclude,0.5,3
lb60__hl30__q_all__sample_sqrt__quality_on__partisan_include__poll_level,60,half_life,30.0,all,all,poll,True,True,include,0.5,3
lb60__hl30__q_all__sample_sqrt__quality_on__partisan_downweight__poll_level,60,half_life,30.0,all,all,poll,True,True,downweight,0.5,4
lb60__hl30__q_all__sample_sqrt__quality_on__partisan_exclude__poll_level,60,half_life,30.0,all,all,poll,True,True,exclude,0.5,4
lb60__hl30__q_prefer_lv__sample_equal__quality_off__partisan_include__poll_level,60,half_life,30.0,all,prefer_lv,poll,False,False,include,0.5,2
lb60__hl30__q_prefer_lv__sample_equal__quality_off__partisan_downweight__poll_level,60,half_life,30.0,all,prefer_lv,poll,False,False,downweight,0.5,3
lb60__hl30__q_prefer_lv__sample_equal__quality_off__partisan_exclude__poll_level,60,half_life,30.0,all,prefer_lv,poll,False,False,exclude,0.5,3
lb60__hl30__q_prefer_lv__sample_equal__quality_on__partisan_include__poll_level,60,half_life,30.0,all,prefer_lv,poll,False,True,include,0.5,3
lb60__hl30__q_prefer_lv__sample_equal__quality_on__partisan_downweight__poll_level,60,half_life,30.0,all,prefer_lv,poll,False,True,downweight,0.5,4
lb60__hl30__q_prefer_lv__sample_equal__quality_on__partisan_exclude__poll_level,60,half_life,30.0,all,prefer_lv,poll,False,True,exclude,0.5,4
lb60__hl30__q_prefer_lv__sample_sqrt__quality_off__partisan_include__poll_level,60,half_life,30.0,all,prefer_lv,poll,True,False,include,0.5,3
lb60__hl30__q_prefer_lv__sample_sqrt__quality_off__partisan_downweight__poll_level,60,half_life,30.0,all,prefer_lv,poll,True,False,downweight,0.5,4
lb60__hl30__q_prefer_lv__sample_sqrt__quality_off__partisan_exclude__poll_level,60,half_life,30.0,all,prefer_lv,poll,True,False,exclude,0.5,4
lb60__hl30__q_prefer_lv__sample_sqrt__quality_on__partisan_include__poll_level,60,half_life,30.0,all,prefer_lv,poll,True,True,include,0.5,4
lb60__hl30__q_prefer_lv__sample_sqrt__quality_on__partisan_downweight__poll_level,60,half_life,30.0,all,prefer_lv,poll,True,True,downweight,0.5,5
lb60__hl30__q_prefer_lv__sample_sqrt__quality_on__partisan_exclude__poll_level,60,half_life,30.0,all,prefer_lv,poll,True,True,exclude,0.5,5
lb60__hl30__q_prefer_rv__sample_equal__quality_off__partisan_include__poll_level,60,half_life,30.0,all,prefer_rv,poll,False,False,include,0.5,2
lb60__hl30__q_prefer_rv__sample_equal__quality_off__partisan_downweight__poll_level,60,half_life,30.0,all,prefer_rv,poll,False,False,downweight,0.5,3
lb60__hl30__q_prefer_rv__sample_equal__quality_off__partisan_exclude__poll_level,60,half_life,30.0,all,prefer_rv,poll,False,False,exclude,0.5,3
lb60__hl30__q_prefer_rv__sample_equal__quality_on__partisan_include__poll_level,60,half_life,30.0,all,prefer_rv,poll,False,True,include,0.5,3
lb60__hl30__q_prefer_rv__sample_equal__quality_on__partisan_downweight__poll_level,60,half_life,30.0,all,prefer_rv,poll,False,True,downweight,0.5,4
lb60__hl30__q_prefer_rv__sample_equal__quality_on__partisan_exclude__poll_level,60,half_life,30.0,all,prefer_rv,poll,False,True,exclude,0.5,4
lb60__hl30__q_prefer_rv__sample_sqrt__quality_off__partisan_include__poll_level,60,half_life,30.0,all,prefer_rv,poll,True,False,include,0.5,3
lb60__hl30__q_prefer_rv__sample_sqrt__quality_off__partisan_downweight__poll_level,60,half_life,30.0,all,prefer_rv,poll,True,False,downweight,0.5,4
lb60__hl30__q_prefer_rv__sample_sqrt__quality_off__partisan_exclude__poll_level,60,half_life,30.0,all,prefer_rv,poll,True,False,exclude,0.5,4
lb60__hl30__q_prefer_rv__sample_sqrt__quality_on__partisan_include__poll_level,60,half_life,30.0,all,prefer_rv,poll,True,True,include,0.5,4
lb60__hl30__q_prefer_rv__sample_sqrt__quality_on__partisan_downweight__poll_level,60,half_life,30.0,all,prefer_rv,poll,True,True,downweight,0.5,5
lb60__hl30__q_prefer_rv__sample_sqrt__quality_on__partisan_exclude__poll_level,60,half_life,30.0,all,prefer_rv,poll,True,True,exclude,0.5,5
lb60__hl30__q_largest_sample__sample_equal__quality_off__partisan_include__poll_level,60,half_life,30.0,all,largest_sample,poll,False,False,include,0.5,2
lb60__hl30__q_largest_sample__sample_equal__quality_off__partisan_downweight__poll_level,60,half_life,30.0,all,largest_sample,poll,False,False,downweight,0.5,3
lb60__hl30__q_largest_sample__sample_equal__quality_off__partisan_exclude__poll_level,60,half_life,30.0,all,largest_sample,poll,False,False,exclude,0.5,3
lb60__hl30__q_largest_sample__sample_equal__quality_on__partisan_include__poll_level,60,half_life,30.0,all,largest_sample,poll,False,True,include,0.5,3
lb60__hl30__q_largest_sample__sample_equal__quality_on__partisan_downweight__poll_level,60,half_life,30.0,all,largest_sample,poll,False,True,downweight,0.5,4
lb60__hl30__q_largest_sample__sample_equal__quality_on__partisan_exclude__poll_level,60,half_life,30.0,all,largest_sample,poll,False,True,exclude,0.5,4
lb60__hl30__q_largest_sample__sample_sqrt__quality_off__partisan_include__poll_level,60,half_life,30.0,all,largest_sample,poll,True,False,include,0.5,3
lb60__hl30__q_largest_sample__sample_sqrt__quality_off__partisan_downweight__poll_level,60,half_life,30.0,all,largest_sample,poll,True,False,downweight,0.5,4
lb60__hl30__q_largest_sample__sample_sqrt__quality_off__partisan_exclude__poll_level,60,half_life,30.0,all,largest_sample,poll,True,False,exclude,0.5,4
lb60__hl30__q_largest_sample__sample_sqrt__quality_on__partisan_include__poll_level,60,half_life,30.0,all,largest_sample,poll,True,True,include,0.5,4
